crown_id,ortho,gx,gy,label,n_views,best_margin_px,tile,tile_path,bx,by,bw,bh,split_fold
44000_4000_02854,44000_4000,4624.0,3810.5,Healthy,15,373.0,44000_4000_3973_3257_jpg.rf.9d9386fb1ff2957a389f4e09391b4eac.jpg,layer1_build\ds_B\valid\44000_4000_3973_3257_jpg.rf.9d9386fb1ff2957a389f4e09391b4eac.jpg,601,503,100,101,44000_4000
44000_4000_02855,44000_4000,4808.0,3812.0,Healthy,7,190.0,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,790,255,88,88,44000_4000
44000_4000_02856,44000_4000,1239.0,3813.5,Healthy,63,473.5,44000_4000_704_3263_jpg.rf.936a556450f644183aa55967e2c19341.jpg,layer1_build\ds_B\train\44000_4000_704_3263_jpg.rf.936a556450f644183aa55967e2c19341.jpg,504,519,62,63,44000_4000
44000_4000_02857,44000_4000,2675.0,3813.5,Healthy,47,502.0,44000_4000_2173_3292_jpg.rf.cbd96505acad14c137cb0c0cb5fc22ad.jpg,layer1_build\ds_B\valid\44000_4000_2173_3292_jpg.rf.cbd96505acad14c137cb0c0cb5fc22ad.jpg,452,471,100,101,44000_4000
44000_4000_02858,44000_4000,3650.0,3813.5,Healthy,27,458.5,44000_4000_3184_3248_jpg.rf.696b5f926e5974fe51c61ae809b530b8.jpg,layer1_build\ds_B\train\44000_4000_3184_3248_jpg.rf.696b5f926e5974fe51c61ae809b530b8.jpg,410,509,112,113,44000_4000
44000_4000_02859,44000_4000,1106.5,3817.5,Healthy,67,463.5,44000_4000_633_3257_jpg.rf.c661b26ea37337641a55617deb8cf0fb.jpg,layer1_build\ds_B\train\44000_4000_633_3257_jpg.rf.c661b26ea37337641a55617deb8cf0fb.jpg,442,529,63,63,44000_4000
44000_4000_02860,44000_4000,4042.0,3817.5,Healthy,31,452.0,44000_4000_3590_3325_jpg.rf.2d57032d042b2c8c926297f066dbd19c.jpg,layer1_build\ds_B\test\44000_4000_3590_3325_jpg.rf.2d57032d042b2c8c926297f066dbd19c.jpg,396,436,112,113,44000_4000
44000_4000_02861,44000_4000,2862.5,3819.0,Healthy,37,441.0,44000_4000_2392_3236_jpg.rf.8a82345a64e51f4a6dadfa5e0e44d572.jpg,layer1_build\ds_B\train\44000_4000_2392_3236_jpg.rf.8a82345a64e51f4a6dadfa5e0e44d572.jpg,414,526,113,114,44000_4000
44000_4000_02862,44000_4000,380.0,3820.0,Healthy,14,286.0,44000_4000_88_3082_jpg.rf.68ed6af4aeda8e6a56c5f976b89c42d3.jpg,layer1_build\ds_B\test\44000_4000_88_3082_jpg.rf.68ed6af4aeda8e6a56c5f976b89c42d3.jpg,248,694,88,88,44000_4000
44000_4000_02863,44000_4000,4227.0,3822.0,Healthy,28,403.0,44000_4000_3732_3419_jpg.rf.c48f87795b4a36c11b64d8cc8c616f42.jpg,layer1_build\ds_B\valid\44000_4000_3732_3419_jpg.rf.c48f87795b4a36c11b64d8cc8c616f42.jpg,439,346,112,114,44000_4000
44000_4000_02864,44000_4000,2286.0,3823.5,Healthy,49,444.0,44000_4000_1842_3304_jpg.rf.00388a27ccd6fcb2443c769d4852d557.jpg,layer1_build\ds_B\train\44000_4000_1842_3304_jpg.rf.00388a27ccd6fcb2443c769d4852d557.jpg,388,463,112,113,44000_4000
44000_4000_02865,44000_4000,2491.0,3825.5,Healthy,46,430.5,44000_4000_1937_3232_jpg.rf.e89f212688eb6a25fd6e27097f712415.jpg,layer1_build\ds_B\train\44000_4000_1937_3232_jpg.rf.e89f212688eb6a25fd6e27097f712415.jpg,498,537,112,113,44000_4000
44000_4000_02866,44000_4000,3062.5,3826.0,Healthy,30,444.0,44000_4000_2560_3246_jpg.rf.884ad91c9bbae61dd14199202b57e369.jpg,layer1_build\ds_B\test\44000_4000_2560_3246_jpg.rf.884ad91c9bbae61dd14199202b57e369.jpg,446,523,113,114,44000_4000
44000_4000_02867,44000_4000,3847.5,3827.0,Healthy,30,475.0,44000_4000_3339_3278_jpg.rf.af7784824d90ae57df59488e185660fc.jpg,layer1_build\ds_B\train\44000_4000_3339_3278_jpg.rf.af7784824d90ae57df59488e185660fc.jpg,446,486,125,126,44000_4000
44000_4000_02868,44000_4000,4432.0,3828.5,Healthy,25,457.5,44000_4000_3940_3262_jpg.rf.07f9ce64d7aa7f9fe99fe85e41da98f8.jpg,layer1_build\ds_B\train\44000_4000_3940_3262_jpg.rf.07f9ce64d7aa7f9fe99fe85e41da98f8.jpg,442,516,100,101,44000_4000
44000_4000_02869,44000_4000,754.5,3829.0,Healthy,41,412.0,44000_4000_242_3417_jpg.rf.5203e0c7c5f99b1217cc23a6913660b2.jpg,layer1_build\ds_B\valid\44000_4000_242_3417_jpg.rf.5203e0c7c5f99b1217cc23a6913660b2.jpg,469,368,87,88,44000_4000
44000_4000_02870,44000_4000,1990.5,3834.5,Healthy,47,493.5,44000_4000_1468_3304_jpg.rf.6e72fc2b5364153e73fc9f8b249b6afe.jpg,layer1_build\ds_B\train\44000_4000_1468_3304_jpg.rf.6e72fc2b5364153e73fc9f8b249b6afe.jpg,466,474,113,113,44000_4000
44000_4000_02871,44000_4000,571.0,3838.0,Healthy,26,465.0,44000_4000_97_3373_jpg.rf.590944f254bec38011c59f4fe10fb250.jpg,layer1_build\ds_B\valid\44000_4000_97_3373_jpg.rf.590944f254bec38011c59f4fe10fb250.jpg,424,415,100,100,44000_4000
44000_4000_02872,44000_4000,1812.0,3840.5,Healthy,47,454.5,44000_4000_1346_3386_jpg.rf.30a39a346b7cf340f0792678183e5a34.jpg,layer1_build\ds_B\train\44000_4000_1346_3386_jpg.rf.30a39a346b7cf340f0792678183e5a34.jpg,416,404,100,101,44000_4000
44000_4000_02873,44000_4000,3256.0,3843.5,Healthy,29,365.0,44000_4000_2597_3200_jpg.rf.dc9400209cf423c6f0d9130579ffc3b9.jpg,layer1_build\ds_B\train\44000_4000_2597_3200_jpg.rf.dc9400209cf423c6f0d9130579ffc3b9.jpg,603,587,112,113,44000_4000
44000_4000_02874,44000_4000,4915.0,3844.0,Healthy,3,83.0,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,885,274,112,114,44000_4000
44000_4000_02875,44000_4000,4715.5,3847.5,Healthy,10,282.5,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,685,278,113,113,44000_4000
44000_4000_02876,44000_4000,3544.0,3859.5,Healthy,27,400.5,44000_4000_2962_3236_jpg.rf.b770a1f1d284dfad9f9a142970218bdd.jpg,layer1_build\ds_B\valid\44000_4000_2962_3236_jpg.rf.b770a1f1d284dfad9f9a142970218bdd.jpg,526,567,112,113,44000_4000
44000_4000_02877,44000_4000,4523.5,3863.5,Healthy,25,422.5,44000_4000_3940_3262_jpg.rf.07f9ce64d7aa7f9fe99fe85e41da98f8.jpg,layer1_build\ds_B\train\44000_4000_3940_3262_jpg.rf.07f9ce64d7aa7f9fe99fe85e41da98f8.jpg,540,557,87,89,44000_4000
44000_4000_02878,44000_4000,3741.5,3865.5,Healthy,30,406.5,44000_4000_3184_3248_jpg.rf.696b5f926e5974fe51c61ae809b530b8.jpg,layer1_build\ds_B\train\44000_4000_3184_3248_jpg.rf.696b5f926e5974fe51c61ae809b530b8.jpg,501,561,113,113,44000_4000
44000_4000_02879,44000_4000,2386.5,3866.5,Healthy,42,486.5,44000_4000_1864_3329_jpg.rf.673498a7494fd0d7946d2bc15f3b1920.jpg,layer1_build\ds_B\train\44000_4000_1864_3329_jpg.rf.673498a7494fd0d7946d2bc15f3b1920.jpg,466,481,113,113,44000_4000
44000_4000_02880,44000_4000,2775.5,3867.0,Healthy,38,421.5,44000_4000_2173_3292_jpg.rf.cbd96505acad14c137cb0c0cb5fc22ad.jpg,layer1_build\ds_B\valid\44000_4000_2173_3292_jpg.rf.cbd96505acad14c137cb0c0cb5fc22ad.jpg,546,518,113,114,44000_4000
44000_4000_02881,44000_4000,4326.0,3872.5,Healthy,29,480.0,44000_4000_3846_3376_jpg.rf.757ebfd6485e32966a7c903a3bc42820.jpg,layer1_build\ds_B\train\44000_4000_3846_3376_jpg.rf.757ebfd6485e32966a7c903a3bc42820.jpg,430,446,100,101,44000_4000
44000_4000_02882,44000_4000,3355.0,3875.5,Healthy,32,447.5,44000_4000_2894_3299_jpg.rf.84b320645c9fb8dce13344c7ac60a76d.jpg,layer1_build\ds_B\train\44000_4000_2894_3299_jpg.rf.84b320645c9fb8dce13344c7ac60a76d.jpg,411,526,100,101,44000_4000
44000_4000_02883,44000_4000,2574.0,3876.0,Healthy,40,458.0,44000_4000_2025_3418_jpg.rf.4979da8b5251fdff5e44d392b5dba684.jpg,layer1_build\ds_B\train\44000_4000_2025_3418_jpg.rf.4979da8b5251fdff5e44d392b5dba684.jpg,499,408,100,100,44000_4000
44000_4000_02884,44000_4000,2971.0,3876.5,Healthy,31,459.5,44000_4000_2417_3417_jpg.rf.49c8b26cb33a91ec99623bb93b129988.jpg,layer1_build\ds_B\train\44000_4000_2417_3417_jpg.rf.49c8b26cb33a91ec99623bb93b129988.jpg,498,403,112,113,44000_4000
44000_4000_02885,44000_4000,3938.5,3880.0,Healthy,37,422.0,44000_4000_3339_3278_jpg.rf.af7784824d90ae57df59488e185660fc.jpg,layer1_build\ds_B\train\44000_4000_3339_3278_jpg.rf.af7784824d90ae57df59488e185660fc.jpg,556,558,87,88,44000_4000
44000_4000_02886,44000_4000,4132.0,3880.0,Healthy,38,469.0,44000_4000_3590_3325_jpg.rf.2d57032d042b2c8c926297f066dbd19c.jpg,layer1_build\ds_B\test\44000_4000_3590_3325_jpg.rf.2d57032d042b2c8c926297f066dbd19c.jpg,498,511,88,88,44000_4000
44000_4000_02887,44000_4000,3161.5,3893.0,Healthy,29,377.0,44000_4000_2560_3246_jpg.rf.884ad91c9bbae61dd14199202b57e369.jpg,layer1_build\ds_B\test\44000_4000_2560_3246_jpg.rf.884ad91c9bbae61dd14199202b57e369.jpg,558,603,87,88,44000_4000
44000_4000_02888,44000_4000,4819.0,3905.0,Healthy,8,179.0,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,795,342,100,100,44000_4000
44000_4000_02889,44000_4000,2767.0,4058.0,Healthy,30,366.0,44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,layer1_build\ds_B\test\44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,322,471,88,88,44000_4000
44000_4000_02890,44000_4000,2964.0,4068.0,Healthy,25,461.0,44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,layer1_build\ds_B\test\44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,513,475,100,100,44000_4000
44000_4000_02891,44000_4000,2574.0,4074.0,Healthy,28,465.0,44000_4000_2049_3515_jpg.rf.db1b0d4ced9750bc7cc75c95fdb36b2f.jpg,layer1_build\ds_B\train\44000_4000_2049_3515_jpg.rf.db1b0d4ced9750bc7cc75c95fdb36b2f.jpg,469,502,112,114,44000_4000
44000_4000_02892,44000_4000,3156.5,4075.5,Healthy,22,359.5,44000_4000_2742_3716_jpg.rf.de5fe9291f2a1d43594bc1aded321954.jpg,layer1_build\ds_B\train\44000_4000_2742_3716_jpg.rf.de5fe9291f2a1d43594bc1aded321954.jpg,358,303,113,113,44000_4000
44000_4000_02893,44000_4000,3748.0,4078.5,Healthy,30,381.5,44000_4000_3321_3697_jpg.rf.bfdb9cd6026db2749bd0be7dce5209ca.jpg,layer1_build\ds_B\train\44000_4000_3321_3697_jpg.rf.bfdb9cd6026db2749bd0be7dce5209ca.jpg,371,325,112,113,44000_4000
44000_4000_02894,44000_4000,3347.0,4081.0,Healthy,26,429.0,44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,layer1_build\ds_B\train\44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,373,390,112,114,44000_4000
44000_4000_02895,44000_4000,3938.5,4081.5,Healthy,37,437.5,44000_4000_3501_3523_jpg.rf.de52299d79ef5e3059c82c5077ce5cc4.jpg,layer1_build\ds_B\test\44000_4000_3501_3523_jpg.rf.de52299d79ef5e3059c82c5077ce5cc4.jpg,381,502,113,113,44000_4000
44000_4000_02896,44000_4000,3541.0,4085.5,Healthy,28,401.0,44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,layer1_build\ds_B\train\44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,573,401,100,101,44000_4000
44000_4000_02897,44000_4000,4327.5,4086.0,Healthy,30,427.0,44000_4000_3746_3659_jpg.rf.733f68aaf19da81a8a715efa05fd1e89.jpg,layer1_build\ds_B\train\44000_4000_3746_3659_jpg.rf.733f68aaf19da81a8a715efa05fd1e89.jpg,525,370,113,114,44000_4000
44000_4000_02898,44000_4000,4905.5,4095.5,Healthy,4,92.5,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,894,545,75,75,44000_4000
44000_4000_02899,44000_4000,4516.0,4097.5,Healthy,23,439.5,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,492,534,100,101,44000_4000
44000_4000_02900,44000_4000,4129.0,4101.5,Healthy,38,465.0,44000_4000_3570_3607_jpg.rf.ac4b36697e1f5197cf5f99dadf0157eb.jpg,layer1_build\ds_B\valid\44000_4000_3570_3607_jpg.rf.ac4b36697e1f5197cf5f99dadf0157eb.jpg,503,438,112,113,44000_4000
44000_4000_02901,44000_4000,2478.5,4106.0,Healthy,29,439.0,44000_4000_1988_3521_jpg.rf.69997ad81a4ef769b76f147157dd25b4.jpg,layer1_build\ds_B\train\44000_4000_1988_3521_jpg.rf.69997ad81a4ef769b76f147157dd25b4.jpg,447,541,87,88,44000_4000
44000_4000_02902,44000_4000,1892.0,4109.5,Healthy,39,428.5,44000_4000_1411_3681_jpg.rf.870ae9dc16a3d5ca4adf41291ac1b1d1.jpg,layer1_build\ds_B\train\44000_4000_1411_3681_jpg.rf.870ae9dc16a3d5ca4adf41291ac1b1d1.jpg,431,378,100,101,44000_4000
44000_4000_02903,44000_4000,2284.0,4109.5,Healthy,35,447.5,44000_4000_1771_3533_jpg.rf.ca05aefcea1baed8799623a1fab0832b.jpg,layer1_build\ds_B\train\44000_4000_1771_3533_jpg.rf.ca05aefcea1baed8799623a1fab0832b.jpg,463,526,100,101,44000_4000
44000_4000_02904,44000_4000,2669.0,4114.0,Healthy,29,404.0,44000_4000_2049_3515_jpg.rf.db1b0d4ced9750bc7cc75c95fdb36b2f.jpg,layer1_build\ds_B\train\44000_4000_2049_3515_jpg.rf.db1b0d4ced9750bc7cc75c95fdb36b2f.jpg,570,549,100,100,44000_4000
44000_4000_02905,44000_4000,3059.0,4121.5,Healthy,20,380.5,44000_4000_2611_3741_jpg.rf.b79d305848f1ec7131052c12fd505c2e.jpg,layer1_build\ds_B\train\44000_4000_2611_3741_jpg.rf.b79d305848f1ec7131052c12fd505c2e.jpg,398,330,100,101,44000_4000
44000_4000_02906,44000_4000,2862.0,4125.0,Healthy,23,442.0,44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,layer1_build\ds_B\test\44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,405,525,112,114,44000_4000
44000_4000_02907,44000_4000,3242.5,4126.5,Healthy,23,410.5,44000_4000_2742_3716_jpg.rf.de5fe9291f2a1d43594bc1aded321954.jpg,layer1_build\ds_B\train\44000_4000_2742_3716_jpg.rf.de5fe9291f2a1d43594bc1aded321954.jpg,444,354,113,113,44000_4000
44000_4000_02908,44000_4000,3445.0,4131.5,Healthy,25,497.0,44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,layer1_build\ds_B\train\44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,471,441,112,113,44000_4000
44000_4000_02909,44000_4000,3639.5,4138.5,Healthy,31,347.5,44000_4000_3263_3791_jpg.rf.1816532a21a3510a6c96edebc1f9520e.jpg,layer1_build\ds_B\train\44000_4000_3263_3791_jpg.rf.1816532a21a3510a6c96edebc1f9520e.jpg,320,291,113,113,44000_4000
44000_4000_02910,44000_4000,4035.0,4139.0,Healthy,39,465.0,44000_4000_3570_3607_jpg.rf.ac4b36697e1f5197cf5f99dadf0157eb.jpg,layer1_build\ds_B\valid\44000_4000_3570_3607_jpg.rf.ac4b36697e1f5197cf5f99dadf0157eb.jpg,409,475,112,114,44000_4000
44000_4000_02911,44000_4000,3836.5,4142.5,Healthy,35,445.5,44000_4000_3321_3697_jpg.rf.bfdb9cd6026db2749bd0be7dce5209ca.jpg,layer1_build\ds_B\train\44000_4000_3321_3697_jpg.rf.bfdb9cd6026db2749bd0be7dce5209ca.jpg,459,389,113,113,44000_4000
44000_4000_02912,44000_4000,4225.5,4150.0,Healthy,34,479.5,44000_4000_3746_3659_jpg.rf.733f68aaf19da81a8a715efa05fd1e89.jpg,layer1_build\ds_B\train\44000_4000_3746_3659_jpg.rf.733f68aaf19da81a8a715efa05fd1e89.jpg,423,434,113,114,44000_4000
44000_4000_02913,44000_4000,1986.0,4150.5,Healthy,35,449.0,44000_4000_1411_3681_jpg.rf.870ae9dc16a3d5ca4adf41291ac1b1d1.jpg,layer1_build\ds_B\train\44000_4000_1411_3681_jpg.rf.870ae9dc16a3d5ca4adf41291ac1b1d1.jpg,519,413,112,113,44000_4000
44000_4000_02914,44000_4000,647.5,4154.5,Healthy,29,482.5,44000_4000_141_3613_jpg.rf.96b7fb7461570c33d81f65124667b5af.jpg,layer1_build\ds_B\train\44000_4000_141_3613_jpg.rf.96b7fb7461570c33d81f65124667b5af.jpg,475,510,63,63,44000_4000
44000_4000_02915,44000_4000,4615.0,4155.0,Healthy,14,382.0,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,585,585,112,114,44000_4000
44000_4000_02916,44000_4000,4419.0,4155.5,Healthy,27,399.5,44000_4000_3816_3756_jpg.rf.4db8e1ab9b5f01b17cb470a38e72b672.jpg,layer1_build\ds_B\train\44000_4000_3816_3756_jpg.rf.4db8e1ab9b5f01b17cb470a38e72b672.jpg,553,349,100,101,44000_4000
44000_4000_02917,44000_4000,2183.0,4159.0,Healthy,31,398.0,44000_4000_1771_3533_jpg.rf.ca05aefcea1baed8799623a1fab0832b.jpg,layer1_build\ds_B\train\44000_4000_1771_3533_jpg.rf.ca05aefcea1baed8799623a1fab0832b.jpg,362,576,100,100,44000_4000
44000_4000_02918,44000_4000,852.5,4160.0,Healthy,37,436.0,44000_4000_275_3572_jpg.rf.5a2b366fca84be68c4b3786bf97e3c9c.jpg,layer1_build\ds_B\train\44000_4000_275_3572_jpg.rf.5a2b366fca84be68c4b3786bf97e3c9c.jpg,534,544,87,88,44000_4000
44000_4000_02919,44000_4000,4811.0,4160.5,Healthy,7,187.0,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,781,591,112,113,44000_4000
44000_4000_02920,44000_4000,1612.0,4161.0,Healthy,38,466.0,44000_4000_1054_3647_jpg.rf.e9de39ad1509705960829a55f2172b9e.jpg,layer1_build\ds_B\train\44000_4000_1054_3647_jpg.rf.e9de39ad1509705960829a55f2172b9e.jpg,533,489,50,50,44000_4000
44000_4000_02921,44000_4000,2372.5,4172.5,Healthy,29,384.5,44000_4000_1771_3533_jpg.rf.ca05aefcea1baed8799623a1fab0832b.jpg,layer1_build\ds_B\train\44000_4000_1771_3533_jpg.rf.ca05aefcea1baed8799623a1fab0832b.jpg,545,583,113,113,44000_4000
44000_4000_02922,44000_4000,1791.5,4174.5,Healthy,33,426.5,44000_4000_1194_3685_jpg.rf.0e7ab7c9481dc25f44837e75c1822b79.jpg,layer1_build\ds_B\valid\44000_4000_1194_3685_jpg.rf.0e7ab7c9481dc25f44837e75c1822b79.jpg,554,445,87,89,44000_4000
44000_4000_02923,44000_4000,1423.0,4178.0,Healthy,38,462.0,44000_4000_961_3704_jpg.rf.0086c77051cc10b02601435848d8d76f.jpg,layer1_build\ds_B\train\44000_4000_961_3704_jpg.rf.0086c77051cc10b02601435848d8d76f.jpg,437,449,50,50,44000_4000
44000_4000_02924,44000_4000,2570.0,4179.5,Healthy,21,365.5,44000_4000_1988_3521_jpg.rf.69997ad81a4ef769b76f147157dd25b4.jpg,layer1_build\ds_B\train\44000_4000_1988_3521_jpg.rf.69997ad81a4ef769b76f147157dd25b4.jpg,532,608,100,101,44000_4000
44000_4000_02925,44000_4000,2757.5,4179.5,Healthy,22,356.5,44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,layer1_build\ds_B\test\44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,300,580,113,113,44000_4000
44000_4000_02926,44000_4000,2953.0,4185.0,Healthy,19,382.0,44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,layer1_build\ds_B\test\44000_4000_2401_3543_jpg.rf.1cf84fe53b40265044e6264e781fd31e.jpg,502,592,100,100,44000_4000
44000_4000_02927,44000_4000,3741.0,4189.5,Healthy,28,420.0,44000_4000_3321_3697_jpg.rf.bfdb9cd6026db2749bd0be7dce5209ca.jpg,layer1_build\ds_B\train\44000_4000_3321_3697_jpg.rf.bfdb9cd6026db2749bd0be7dce5209ca.jpg,364,436,112,113,44000_4000
44000_4000_02928,44000_4000,3933.0,4189.5,Healthy,36,420.5,44000_4000_3469_3769_jpg.rf.9d80b269a8eaf4e250c41cc8df677a6d.jpg,layer1_build\ds_B\valid\44000_4000_3469_3769_jpg.rf.9d80b269a8eaf4e250c41cc8df677a6d.jpg,414,370,100,101,44000_4000
44000_4000_02929,44000_4000,3349.5,4190.5,Healthy,21,431.5,44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,layer1_build\ds_B\train\44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,375,500,113,113,44000_4000
44000_4000_02930,44000_4000,3149.5,4192.5,Healthy,15,452.5,44000_4000_2697_3725_jpg.rf.d213d9e06dcda6c7b4a1dead61a5f4c4.jpg,layer1_build\ds_B\train\44000_4000_2697_3725_jpg.rf.d213d9e06dcda6c7b4a1dead61a5f4c4.jpg,396,411,113,113,44000_4000
44000_4000_02931,44000_4000,3537.5,4197.5,Healthy,24,404.5,44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,layer1_build\ds_B\train\44000_4000_2918_3634_jpg.rf.028bc7825d4faa0b735babfe41150ad7.jpg,563,507,113,113,44000_4000
44000_4000_02932,44000_4000,4323.5,4199.5,Unhealthy,28,446.5,44000_4000_3746_3659_jpg.rf.733f68aaf19da81a8a715efa05fd1e89.jpg,layer1_build\ds_B\train\44000_4000_3746_3659_jpg.rf.733f68aaf19da81a8a715efa05fd1e89.jpg,521,484,113,113,44000_4000
44000_4000_02933,44000_4000,4131.5,4200.5,Healthy,35,430.5,44000_4000_3570_3607_jpg.rf.ac4b36697e1f5197cf5f99dadf0157eb.jpg,layer1_build\ds_B\valid\44000_4000_3570_3607_jpg.rf.ac4b36697e1f5197cf5f99dadf0157eb.jpg,505,537,113,113,44000_4000
44000_4000_02934,44000_4000,369.5,4202.5,Healthy,12,290.5,44000_4000_47_3912_jpg.rf.84d46800961b5f8949bf3f6ed5b0dfae.jpg,layer1_build\ds_B\train\44000_4000_47_3912_jpg.rf.84d46800961b5f8949bf3f6ed5b0dfae.jpg,291,259,63,63,44000_4000
44000_4000_02935,44000_4000,752.0,4204.0,Healthy,33,454.0,44000_4000_253_3634_jpg.rf.e4b00c5d70c9225e2554c2b68b8f82e9.jpg,layer1_build\ds_B\train\44000_4000_253_3634_jpg.rf.e4b00c5d70c9225e2554c2b68b8f82e9.jpg,455,526,88,88,44000_4000
44000_4000_02936,44000_4000,4711.5,4204.5,Healthy,9,286.5,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,681,635,113,113,44000_4000
44000_4000_02937,44000_4000,564.0,4208.0,Healthy,23,423.0,44000_4000_141_3613_jpg.rf.96b7fb7461570c33d81f65124667b5af.jpg,layer1_build\ds_B\train\44000_4000_141_3613_jpg.rf.96b7fb7461570c33d81f65124667b5af.jpg,398,570,50,50,44000_4000
44000_4000_02938,44000_4000,4517.0,4211.0,Healthy,22,432.0,44000_4000_3946_3779_jpg.rf.2874949322e728bc343aaddce279df5f.jpg,layer1_build\ds_B\train\44000_4000_3946_3779_jpg.rf.2874949322e728bc343aaddce279df5f.jpg,521,382,100,100,44000_4000
44000_4000_02939,44000_4000,4905.0,4211.5,Healthy,4,93.0,44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,layer1_build\ds_B\train\44000_4000_3974_3513_jpg.rf.b4b8868f93123a3eaffd17509ee82677.jpg,875,642,112,113,44000_4000
44000_4000_02940,44000_4000,1139.5,4217.0,Healthy,45,411.0,44000_4000_600_3806_jpg.rf.d24f4e3f4d52246e3d913e213b8b4c5f.jpg,layer1_build\ds_B\valid\44000_4000_600_3806_jpg.rf.d24f4e3f4d52246e3d913e213b8b4c5f.jpg,521,392,37,38,44000_4000
44000_4000_02941,44000_4000,1701.5,4221.0,Healthy,29,488.0,44000_4000_1194_3685_jpg.rf.0e7ab7c9481dc25f44837e75c1822b79.jpg,layer1_build\ds_B\valid\44000_4000_1194_3685_jpg.rf.0e7ab7c9481dc25f44837e75c1822b79.jpg,464,492,87,88,44000_4000
44000_4000_02942,44000_4000,2284.0,4221.5,Healthy,28,421.5,44000_4000_1732_3800_jpg.rf.58810ee5d269c8ffa2a4c1ac2b49abfe.jpg,layer1_build\ds_B\train\44000_4000_1732_3800_jpg.rf.58810ee5d269c8ffa2a4c1ac2b49abfe.jpg,496,365,112,113,44000_4000
44000_4000_02943,44000_4000,942.5,4222.0,Healthy,37,439.5,44000_4000_358_3734_jpg.rf.ee2ec1e4fdb246d416464d81603eaa52.jpg,layer1_build\ds_B\train\44000_4000_358_3734_jpg.rf.ee2ec1e4fdb246d416464d81603eaa52.jpg,547,450,75,76,44000_4000
44000_4000_02944,44000_4000,1515.0,4224.0,Healthy,38,491.0,44000_4000_1024_3718_jpg.rf.6eb3d0a8001ad26bc009aaaa2905da2e.jpg,layer1_build\ds_B\train\44000_4000_1024_3718_jpg.rf.6eb3d0a8001ad26bc009aaaa2905da2e.jpg,466,481,50,50,44000_4000
